CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,ALC_mg/L,CALIDAD_ALC,CONDUCT_mS/cm,CALIDAD_CONDUC,SDT_M_mg/L,CALIDAD_SDT_salin,FLUORUROS_mg/L,CALIDAD_FLUO,DUR_mg/L,CALIDAD_DUR,COLI_FEC_NMP/100_mL,CALIDAD_COLI_FEC,N_NO3_mg/L,CALIDAD_N_NO3,AS_TOT_mg/L,CALIDAD_AS,CD_TOT_mg/L,CALIDAD_CD,CR_TOT_mg/L,CALIDAD_CR,HG_TOT_mg/L,CALIDAD_HG,PB_TOT_mg/L,CALIDAD_PB,MN_TOT_mg/L,CALIDAD_MN,FE_TOT_mg/L,CALIDAD_FE,SEMAFORO,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
DLCOA514,POZO ESTACION MADERO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,LA PAILA,POZO,-102.19048,25.71831,196.47,Alta,1698.0,Permisible para riego,1047.2,Ligeramente salobres,0.6458,Media,360.0814,Potable - Dura,20.0,Buena calidad,2.949366,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.0681,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCOA524,QUINTA MIRA FLORES,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,GENERAL CEPEDA-SAUCEDA,POZO,-102.16873,25.43984,283.05,Alta,699.0,Buena para riego,492.0,Potable - Dulce,0.2486,Baja,342.1768,Potable - Dura,10.0,Buena calidad,2.656609,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.0056,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCOA526,GALERIA PARRAS,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,GENERAL CEPEDA-SAUCEDA,POZO,-102.18182,25.43402,313.02,Alta,596.0,Buena para riego,482.6,Potable - Dulce,0.3092,Baja,332.2298,Potable - Dura,1.1,Potable - Excelente,0.65157,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0019,Potable - Excelente,0.0686,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCOA527,POZO BARRIAL DEL OJO DE AGUA,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,GENERAL CEPEDA-SAUCEDA,POZO,-102.1726,25.40617,255.3,Alta,400.0,Buena para riego,340.8,Potable - Dulce,0.2918,Baja,290.832,Potable - Dura,1.1,Potable - Excelente,0.475403,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCOL550M1,POZO DE AGUA POTABLE No. 334 EL COLOMO,LERMA SANTIAGO PACIFICO,COLIMA,MANZANILLO,EL COLOMO,POZO,-104.243333,19.053861,87.69,Media,498.0,Buena para riego,330.0,Potable - Dulce,0.3651,Baja,159.152,Potable - Dura,175.0,Buena calidad,4.773358,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCOL567,POZO NO. 622 RANCHO LOS DESMONTES,LERMA SANTIAGO PACIFICO,COLIMA,TECOMAN,ARMERIA-TECOMAN-PERIQUILLOS,POZO,-103.89716,18.82877,221.0,Alta,1129.0,Permisible para riego,792.0,Potable - Dulce,0.335,Baja,355.6972,Potable - Dura,31.0,Buena calidad,0.02,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0732,Potable - Excelente,0.076,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCOL572,"POZO No. 618 H. ARMERIA, RINCON DE LOPEZ",LERMA SANTIAGO PACIFICO,COLIMA,ARMERIA,ALZADA-TEPAMES,POZO,-103.93098,19.05583,226.525,Alta,899.0,Permisible para riego,640.8,Potable - Dulce,0.2712,Baja,333.3456,Potable - Dura,1.1,Potable - Excelente,1.956456,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.1259,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCOL605M1,POZO No. 13 SAN RAFAEL,LERMA SANTIAGO PACIFICO,COLIMA,TECOMAN,ARMERIA-TECOMAN-PERIQUILLOS,POZO,-103.82841,18.78657,200.005,Alta,292.0,Buena para riego,688.8,Potable - Dulce,0.2822,Baja,307.148,Potable - Dura,120.0,Buena calidad,0.111524,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0314,Potable - Excelente,0.1068,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCOL606M1,POZO DE AGUA POTABLE No. 1094 MARABASCO,LERMA SANTIAGO PACIFICO,COLIMA,MANZANILLO,MARABASCO,POZO,-104.52775,19.22969,69.93,Baja,555.0,Buena para riego,261.8,Potable - Dulce,0.2,Baja,73.704,Potable - Moderadamente suave,1.1,Potable - Excelente,7.92116,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.0334,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCOL608,POZO NO. 1125 JAVIER PARRA GODINEZ,LERMA SANTIAGO PACIFICO,COLIMA,MANZANILLO,EL COLOMO,POZO,-104.205807,19.03032,170.04,Alta,470.0,Buena para riego,290.2,Potable - Dulce,0.2065,Baja,160.7202,Potable - Dura,1.1,Potable - Excelente,1.47118,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0122,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCOL618,POZO No. 1394 A.P. VENUSTIANO CARRANZA,LERMA SANTIAGO PACIFICO,COLIMA,MANZANILLO,VENUSTIANO CARRANZA,POZO,-104.10233,19.0126,116.63,Media,881.0,Permisible para riego,597.8,Potable - Dulce,0.2,Baja,238.104,Potable - Dura,1.1,Potable - Excelente,5.18212,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCOL620M1,"POZO No. 780, UNIDAD DEPORTIVA SUR",LERMA SANTIAGO PACIFICO,COLIMA,IXTLAHUACAN,VALLE DE IXTLAHUACAN,POZO,-103.73567,18.99686,315.01,Alta,1149.0,Permisible para riego,748.8,Potable - Dulce,0.508,Media,432.5556,Potable - Dura,1.1,Potable - Excelente,10.746557,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR644,POZO LAS TURBINAS,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTIAGO PAPASQUIARO,TEPEHUANES-SANTIAGO,POZO,-105.41407,25.03166,204.765,Alta,308.0,Buena para riego,292.0,Potable - Dulce,0.7303,Potable - Optima,20.0,Potable - Suave,1.1,Potable - Excelente,2.253816,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR653,POZO CARRERAS,CUENCAS CENTRALES DEL NORTE,DURANGO,TEPEHUANES,TEPEHUANES-SANTIAGO,POZO,-105.68874,25.31562,170.82,Alta,275.0,Buena para riego,378.0,Potable - Dulce,1.3956,Potable - Optima,41.7858,Potable - Suave,1.1,Potable - Excelente,3.685935,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR655,POZO 2 TEPEHUANES,CUENCAS CENTRALES DEL NORTE,DURANGO,TEPEHUANES,TEPEHUANES-SANTIAGO,POZO,-105.71853,25.33097,185.055,Alta,339.0,Buena para riego,490.3333,Potable - Dulce,0.4961,Media,148.44,Potable - Dura,1.1,Potable - Excelente,8.576137,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR656,POZO 1 TEPEHUANES,CUENCAS CENTRALES DEL NORTE,DURANGO,TEPEHUANES,TEPEHUANES-SANTIAGO,POZO,-105.72154,25.34377,164.25,Alta,285.0,Buena para riego,378.6667,Potable - Dulce,1.2269,Potable - Optima,57.3968,Potable - Suave,1.1,Potable - Excelente,3.60212,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.0295,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR657,POZO 3 TEPEHUANES,CUENCAS CENTRALES DEL NORTE,DURANGO,TEPEHUANES,TEPEHUANES-SANTIAGO,POZO,-105.7346,25.33631,193.815,Alta,270.0,Buena para riego,333.0,Potable - Dulce,0.5759,Media,87.0848,Potable - Moderadamente suave,1.1,Potable - Excelente,1.331649,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR677,POZO 1 SANTA CLARA,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTA CLARA,SANTA CLARA,POZO,-103.3553,24.47972,210.24,Alta,1309.0,Permisible para riego,838.2,Potable - Dulce,1.4556,Potable - Optima,319.136,Potable - Dura,1.1,Potable - Excelente,5.19314,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR680M1,POZO RAMON CORONA,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,SANTA CLARA,POZO,-103.63499,24.18502,240.87,Alta,563.0,Buena para riego,391.0,Potable - Dulce,1.2052,Potable - Optima,233.064,Potable - Dura,1.1,Potable - Excelente,9.857004,Potable - Buena calidad,0.0153,Apta como FAAP,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR681,POZO 1  IGNACIO LOPEZ RAYON,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,SANTA CLARA,POZO,-103.72039,24.22206,164.28,Alta,342.0,Buena para riego,232.4,Potable - Dulce,0.5381,Media,151.392,Potable - Dura,1.1,Potable - Excelente,2.650067,Potable - Excelente,0.0163,Apta como FAAP,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR683,POZO 2 PURISIMA,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,CUAUHTEMOC,POZO,-103.79449,24.24767,210.9,Alta,413.0,Buena para riego,261.0,Potable - Dulce,1.4795,Potable - Optima,175.296,Potable - Dura,1.1,Potable - Excelente,1.897842,Potable - Excelente,0.0104,Apta como FAAP,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR684,POZO 1 CUAUHTEMOC,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,CUAUHTEMOC,POZO,-103.81477,24.28914,174.27,Alta,407.0,Buena para riego,268.4,Potable - Dulce,1.1295,Potable - Optima,159.36,Potable - Dura,1.1,Potable - Excelente,5.732651,Potable - Buena calidad,0.02,Apta como FAAP,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR701,POZO 12 DE DICIEMBRE,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,PEDRICEÑA-VELARDEÑA,POZO,-103.57082,24.70461,246.375,Alta,608.0,Buena para riego,887.3333,Potable - Dulce,0.9514,Potable - Optima,55.776,Potable - Suave,211.0,Aceptable,1.812587,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR710,POZO VICENTE GUERRERO 1,PACIFICO NORTE,DURANGO,VICENTE GUERRERO,VICENTE GUERRERO-POANAS,POZO,-103.98071,23.72654,197.1,Alta,389.0,Buena para riego,265.8,Potable - Dulce,0.76,Potable - Optima,139.622,Potable - Dura,20.0,Buena calidad,0.703803,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR736,POZO TAPIAS,PACIFICO NORTE,DURANGO,DURANGO,VALLE DEL GUADIANA,POZO,-104.70648,23.9961,82.125,Media,170.0,Excelente para riego,136.0,Potable - Dulce,0.471,Media,63.8272,Potable - Moderadamente suave,1.1,Potable - Excelente,3.118831,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR742M1,POZO SANDIAS,CUENCAS CENTRALES DEL NORTE,DURANGO,TEPEHUANES,TEPEHUANES-SANTIAGO,POZO,-105.5974,25.2468,122.64,Media,179.0,Excelente para riego,317.6667,Potable - Dulce,1.1346,Potable - Optima,69.272,Potable - Moderadamente suave,1.1,Potable - Excelente,0.274649,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.0537,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR743M1,POZO 10 DE ABRIL,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTIAGO PAPASQUIARO,TEPEHUANES-SANTIAGO,POZO,-105.40988,25.0322,192.72,Alta,275.0,Buena para riego,317.0,Potable - Dulce,0.888,Potable - Optima,85.1056,Potable - Moderadamente suave,1.1,Potable - Excelente,1.736969,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0153,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR755,POZO JUAN .B. CEBALLOS,PACIFICO NORTE,DURANGO,DURANGO,VALLE DE CANATLAN,POZO,-104.6666,24.20678,144.54,Media,365.0,Buena para riego,257.4,Potable - Dulce,0.5567,Media,159.568,Potable - Dura,1.1,Potable - Excelente,7.933859,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR757,POZO J. GPE. AGUILERA,PACIFICO NORTE,DURANGO,CANATLAN,VALLE DE CANATLAN,POZO,-104.69968,24.44247,167.61,Alta,343.0,Buena para riego,246.2,Potable - Dulce,0.249,Baja,121.512,Potable - Dura,1.1,Potable - Excelente,2.6600648775981526,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0092,Potable - Excelente,0.2047,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR759,POZO DONATO GUERRA,PACIFICO NORTE,DURANGO,CANATLAN,VALLE DE CANATLAN,POZO,-104.64327,24.61722,266.4,Alta,759.0,Permisible para riego,500.2,Potable - Dulce,0.2,Baja,308.76,Potable - Dura,1.1,Potable - Excelente,0.729592,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR772,POZO MELCHOR OCAMPO,PACIFICO NORTE,DURANGO,NUEVO IDEAL,VALLE DE SANTIAGUILLO,POZO,-104.85949,24.93752,149.85,Media,205.0,Excelente para riego,335.2,Potable - Dulce,0.9051,Potable - Optima,96.9808,Potable - Moderadamente suave,1.1,Potable - Excelente,1.712668,Potable - Excelente,0.0135,Apta como FAAP,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.0281,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR780M1,POZO CIENEGA ESCOBAR,CUENCAS CENTRALES DEL NORTE,DURANGO,TEPEHUANES,MATALOTES-EL ORO,POZO,-105.74362,25.61184,186.15,Alta,362.0,Buena para riego,376.6667,Potable - Dulce,0.3603,Baja,211.7744,Potable - Dura,1.1,Potable - Excelente,1.960603,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR785,LAS MARGARITAS - DURANGO,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTIAGO PAPASQUIARO,VALLE DE SANTIAGUILLO,POZO,-105.19465,25.07573,168.72,Alta,222.0,Excelente para riego,247.2,Potable - Dulce,0.4202,Media,104.8976,Potable - Moderadamente suave,1.1,Potable - Excelente,0.50511,Potable - Excelente,0.0106,Apta como FAAP,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR791,POZO CIENEGUILLA,PACIFICO NORTE,DURANGO,POANAS,VICENTE GUERRERO-POANAS,POZO,-104.04673,24.05253,192.72,Alta,454.0,Buena para riego,303.4,Potable - Dulce,1.1938,Potable - Optima,141.6166,Potable - Dura,1.1,Potable - Excelente,7.556331,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR823,POZO VILLA UNION,CUENCAS CENTRALES DEL NORTE,DURANGO,HIDALGO,LA ZARCA-REVOLUCION,POZO,-104.70206,25.69755,298.35,Alta,624.0,Buena para riego,412.8,Potable - Dulce,0.6899,Media,283.7406,Potable - Dura,1.1,Potable - Excelente,5.535614,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0016,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR824,POZO LA ESPERANZA,CUENCAS CENTRALES DEL NORTE,DURANGO,HIDALGO,LA ZARCA-REVOLUCION,POZO,-104.82782,25.86359,214.37,Alta,1081.0,Permisible para riego,741.2,Potable - Dulce,1.288,Potable - Optima,154.7676,Potable - Dura,1.1,Potable - Excelente,0.040054,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0106,Potable - Excelente,0.104,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR836,POZO EJ. REVOLUCION,CUENCAS CENTRALES DEL NORTE,DURANGO,HIDALGO,REVOLUCION,POZO,-105.10002,26.20266,197.795,Alta,400.0,Buena para riego,255.8,Potable - Dulce,0.3829,Baja,152.7834,Potable - Dura,1.1,Potable - Excelente,0.535294,Potable - Excelente,0.0208,Apta como FAAP,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0029,Potable - Excelente,0.0608,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR849,POZO LAS NIEVES,CUENCAS CENTRALES DEL NORTE,DURANGO,OCAMPO,CABRERA-OCAMPO,POZO,-105.38731,26.39792,239.76,Alta,384.0,Buena para riego,371.6,Potable - Dulce,1.1935,Potable - Optima,148.44,Potable - Dura,1.1,Potable - Excelente,2.548805,Potable - Excelente,0.0122,Apta como FAAP,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLEST5371,POZO DE PARQUE INDUSTRIAL TOLUCA 2000,LERMA SANTIAGO PACIFICO,MEXICO,TOLUCA,VALLE DE TOLUCA,POZO,-99.636214,19.265198,108.87,Media,262.0,Buena para riego,204.0,Potable - Dulce,0.9572,Potable - Optima,201.31,Potable - Dura,40.0,Buena calidad,0.02,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLEST5372,SAN ANTONIO ABAD,LERMA SANTIAGO PACIFICO,MEXICO,TOLUCA,VALLE DE TOLUCA,POZO,-99.565228,19.309457,141.0,Media,513.0,Buena para riego,396.0,Potable - Dulce,0.345,Baja,163.0,Potable - Dura,1.1,Potable - Excelente,0.029,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0006,Potable - Excelente,0.004,Potable - Excelente,0.0021,Potable - Excelente,0.0259,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLEST5373,POZO SANTA MARIA CANCHESDA,LERMA SANTIAGO PACIFICO,MEXICO,TEMASCALCINGO,IXTLAHUACA-ATLACOMULCO,POZO,-100.055556,19.853333,119.0,Media,300.0,Buena para riego,198.0,Potable - Dulce,0.2,Baja,82.0,Potable - Moderadamente suave,1.1,Potable - Excelente,0.02,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0035,Potable - Excelente,0.0772,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLEST6147,SITIO No. 11 NORIA IMSS,LERMA SANTIAGO PACIFICO,MEXICO,ZINACANTEPEC,VALLE DE TOLUCA,NORIA,-99.733256,19.290975,188.14,Alta,481.0,Buena para riego,420.0,Potable - Dulce,1.4547,Potable - Optima,355.25,Potable - Dura,210.0,Aceptable,3.9254,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.00212,Potable - Excelente,0.2347,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLEST6480,POZO TIC TI,LERMA SANTIAGO PACIFICO,MEXICO,ATLACOMULCO,IXTLAHUACA-ATLACOMULCO,POZO,-99.89711,19.80764,111.74,Media,254.0,Buena para riego,220.0,Potable - Dulce,0.8101,Potable - Optima,268.41,Potable - Dura,40.0,Buena calidad,0.2653,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.0888,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
