CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,ALC_mg/L,CALIDAD_ALC,CONDUCT_mS/cm,CALIDAD_CONDUC,SDT_M_mg/L,CALIDAD_SDT_salin,FLUORUROS_mg/L,CALIDAD_FLUO,DUR_mg/L,CALIDAD_DUR,COLI_FEC_NMP/100_mL,CALIDAD_COLI_FEC,N_NO3_mg/L,CALIDAD_N_NO3,AS_TOT_mg/L,CALIDAD_AS,CD_TOT_mg/L,CALIDAD_CD,CR_TOT_mg/L,CALIDAD_CR,HG_TOT_mg/L,CALIDAD_HG,PB_TOT_mg/L,CALIDAD_PB,MN_TOT_mg/L,CALIDAD_MN,FE_TOT_mg/L,CALIDAD_FE,SEMAFORO,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
DLZAC5393,APULCO,LERMA SANTIAGO PACIFICO,ZACATECAS,NOCHISTLAN DE MEJIA,NOCHISTLAN,POZO,-102.77041,21.34599,128.115,,387.0,,227.6667,,4.8769,,83.7732,,1.1,,0.323982,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLZAC5394,NOCHISTLAN,LERMA SANTIAGO PACIFICO,ZACATECAS,APULCO,NOCHISTLAN,POZO,-102.69382,21.38652,120.45,,316.0,,219.6667,,5.015,,83.7732,,110.0,,0.485609,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.0618,,Rojo,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLZAC5395,LUIS MOYA,LERMA SANTIAGO PACIFICO,ZACATECAS,LUIS MOYA,OJOCALIENTE,POZO,-102.24267,22.4365,165.39,,442.0,,262.4,,2.6574,,69.72,,31.0,,2.09608,,0.0602,,0.003,,0.004,,0.0004,,0.004,,0.0515,,1.4,,Rojo,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,NO
DLZAC5396,HUANUSCO,LERMA SANTIAGO PACIFICO,ZACATECAS,HUANUSCO,JALPA-JUCHIPILA,POZO,-102.97662,21.77476,220.095,,531.0,,346.6667,,6.9156,,41.8866,,1.1,,0.478296,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCAVM2747,POZO RFC-3 CAMINO _OP_NORTE LOS REYES-ECATEPEC,AGUAS DEL VALLE DE MEXICO,MEXICO,TULTITLAN,CUAUTITLAN-PACHUCA,POZO,-99.16265,19.631455,204.37,,759.0,,440.0,,1.2444,,94.73,,1.1,,0.4967,,0.01,,0.003,,0.591,,0.0004,,0.004,,0.0017,,0.0739,,Rojo,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI
OCAVM2749,POZO RFC-15-BIS CAM_OP_NORTE LOS REYES,AGUAS DEL VALLE DE MEXICO,MEXICO,TULTEPEC,CUAUTITLAN-PACHUCA,POZO,-99.1204,19.6658,302.74,,892.0,,488.0,,1.6581,,106.57,,1.1,,0.7314,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.01211,,0.07141,,Rojo,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCBAL2866,POZO HUAJUAPAN,BALSAS,OAXACA,HEROICA CIUDAD DE HUAJUAPAN DE LEON,HUAJUAPAN DE LEON,POZO,-97.77236,17.80557,305.0,,1121.0,,831.0,,0.457,,540.0,,1.1,,17.408,,0.01,,0.003,,0.01371,,0.00137,,0.004,,0.0015,,0.03862,,Rojo,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI
OCBAL6155,POZO MIRADOR,BALSAS,MORELOS,YAUTEPEC,CUAUTLA-YAUTEPEC,POZO,-98.969544,18.913047,190.16,,302.0,,160.0,,1.744,,384.85,,1.1,,3.2914,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.0655,,Rojo,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCBAL6157,POZO EL ZARCO DE YAUTEPEC,BALSAS,MORELOS,YAUTEPEC,CUAUTLA-YAUTEPEC,POZO,-99.07,18.919158,210.1,,1219.0,,568.0,,1.7229,,667.08,,1.1,,3.7028,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.0949,,Rojo,SI,SI,SI,NO,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCBAL6158,POZO 2 DE LA TOMA 3,BALSAS,MORELOS,YAUTEPEC,CUAUTLA-YAUTEPEC,POZO,-99.01,18.899089,243.53,,1659.0,,756.0,,2.3565,,524.98,,40.0,,4.7517,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.0702,,Rojo,SI,SI,SI,NO,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCBAL6184,POZO NORIA TAMAZULA,BALSAS,OAXACA,TAMAZULAPAN,TAMAZULAPAN,POZO NORIA,-97.584348,17.689281,210.0,,1985.0,,2025.0,,0.689,,1352.0,,1.1,,2.946,,0.01,,0.003,,0.14611,,0.00128,,0.004,,0.0015,,0.04702,,Rojo,SI,SI,NO,SI,NO,SI,SI,SI,SI,NO,SI,SI,SI,SI
OCCCN5217M1,POZO SAN AGUSTIN,CUENCAS CENTRALES DEL NORTE,DURANGO,MAPIMI,CEBALLOS,POZO,-104.32958,26.36715,198.9,,2420.0,,2201.4,,1.0704,,813.522,,1.1,,28.901196,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0022,,0.0829,,Rojo,SI,NO,NO,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI
OCCCN5218M1,POZO LAS MARIAS,CUENCAS CENTRALES DEL NORTE,DURANGO,MAPIMI,CEBALLOS,POZO,-104.05814,26.55391,62.985,,3070.0,,1929.8,,0.705,,587.3232,,161.0,,20.890358,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0066,,0.17,,Rojo,SI,NO,SI,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI
OCCCN5219M1,POZO 47 LAS PALMAS,CUENCAS CENTRALES DEL NORTE,DURANGO,MAPIMI,CEBALLOS,POZO,-104.18966,26.49838,77.35,,2580.0,,1829.0,,3.0196,,440.4924,,1.1,,11.912798,,0.0154,,0.003,,0.004,,0.0004,,0.004,,0.0038,,0.1027,,Rojo,SI,NO,SI,NO,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
OCCCN5220M1,POZO RODEO,CUENCAS CENTRALES DEL NORTE,DURANGO,RODEO,NAZAS,POZO,-104.55594,25.18228,308.295,,942.0,,630.6,,2.549,,176.3624,,1.1,,7.257321,,0.049,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
OCCCN5225M1,POZO LAZARO CARDENAS II,CUENCAS CENTRALES DEL NORTE,DURANGO,NAZAS,NAZAS,POZO,-103.9979,25.29312,198.195,,2820.0,,2318.8,,1.1535,,989.3216,,1.1,,32.568989,,0.0118,,0.003,,0.0096,,0.0004,,0.004,,0.0015,,0.0463,,Rojo,SI,NO,NO,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI
OCCCN5226M1,POZO 4983 EL VIDO (LA SOCIEDAD),CUENCAS CENTRALES DEL NORTE,DURANGO,NAZAS,NAZAS,POZO,-103.9074,25.2521,250.755,,2720.0,,2289.0,,0.5733,,889.5916,,1.1,,67.249918,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,NO,NO,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI
OCCCN5229M1,POZO 2 RANCHO LAS HABAS,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VICENTE SUAREZ,POZO,-103.8946,25.75665,200.005,,777.0,,516.0,,0.4542,,317.472,,74.0,,11.623606,,0.0137,,0.003,,0.004,,0.0004,,0.004,,0.0017,,0.025,,Rojo,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
OCCCN5239M1,POZO 1022 CD. JUAREZ,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VILLA JUAREZ,POZO,-103.62177,25.52502,278.46,,2410.0,,1903.6,,0.4466,,739.1145,,1872.0,,12.782201,,0.034,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,NO,SI,SI,NO,NO,NO,NO,SI,SI,SI,SI,SI,SI
OCCCN5241M1,POZO LA TORREÑA (POZO TRANSPORTE),CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,PRINCIPAL-REGION LAGUNERA,POZO,-103.60639,25.61817,182.325,,1094.0,,696.2,,1.1002,,362.6328,,1.1,,6.303098,,0.0502,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
OCCCN5246M1,POZO 14 SAN IGNACIO (SIDEAPA),CUENCAS CENTRALES DEL NORTE,DURANGO,GOMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,-103.538,25.59531,194.02,,1500.0,,841.2,,0.8269,,386.919,,1.1,,7.64285,,0.0366,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
OCCCN5247M1,POZO 32 PANCHO VILLA (SIDEAPA),CUENCAS CENTRALES DEL NORTE,DURANGO,GOMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,-103.50867,25.56933,192.93,,1500.0,,1153.2,,0.8569,,486.129,,1.1,,14.40506,,0.0311,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,SI,SI,SI,NO,NO,SI,SI,SI,SI,SI,SI
OCCCN5249M1,POZO 5 TRUJANO/URREA,CUENCAS CENTRALES DEL NORTE,DURANGO,GOMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,-103.501283,25.557981,204.92,,1444.0,,898.0,,0.7196,,398.8242,,1.1,,14.429263,,0.0238,,0.003,,0.004,,0.0004,,0.004,,0.0019,,0.025,,Rojo,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
OCCCN5250M1,POZO 7 LIBRES PICARDIAS,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,ORIENTE AGUANAVAL,POZO,-103.49377,25.32396,245.31,,1276.0,,755.0,,1.1494,,317.056,,63.0,,5.264514,,0.0438,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
OCCCN5251M1,POZO COL. VICTORIA (BOMBA 12 SIMAS),CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREON,PRINCIPAL-REGION LAGUNERA,POZO,-103.48221,25.53584,184.535,,943.0,,698.2,,0.6723,,305.5668,,1.1,,17.884686,,0.0184,,0.003,,0.004,,0.0004,,0.004,,0.0021,,0.025,,Rojo,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
OCCCN5253M1,POZO 1254 (BOMBA 72 SIMAS),CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREON,PRINCIPAL-REGION LAGUNERA,POZO,-103.47512,25.53947,204.425,,1733.0,,1340.6,,0.6367,,541.6866,,10.0,,49.908384,,0.0247,,0.003,,0.004,,0.0004,,0.004,,0.0054,,0.025,,Rojo,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI
OCCCN5254M1,POZO 4074 (BOMBA 50 SIMAS),CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREON,PRINCIPAL-REGION LAGUNERA,POZO,-103.45091,25.52089,184.535,,1337.0,,1023.0,,0.9089,,436.524,,1.1,,25.745985,,0.0288,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,SI,SI,SI,NO,NO,SI,SI,SI,SI,SI,SI
OCCCN5259M1,POZO 2718 NAZARENO,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,ORIENTE AGUANAVAL,POZO,-103.44236,25.38962,193.375,,2840.0,,2253.8,,1.0481,,848.1248,,75.0,,121.007813,,0.0213,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,NO,NO,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI
OCCCN5262M1,POZO CNA 4840,CUENCAS CENTRALES DEL NORTE,DURANGO,GOMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,-103.41213,25.81251,97.01,,713.0,,433.0,,1.5267,,111.1152,,1.1,,3.215196,,0.0851,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
OCCCN5263M1,POZO BELLA UNION,CUENCAS CENTRALES DEL NORTE,DURANGO,GOMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,-103.41669,25.62614,216.91,,531.0,,362.4,,0.3229,,180.5622,,161.0,,1.372368,,0.0275,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
OCCCN5264M1,POZO 1 LA ESPERANZA,CUENCAS CENTRALES DEL NORTE,DURANGO,GENERAL SIMON BOLIVAR,ORIENTE AGUANAVAL,POZO,-103.40289,25.1457,263.895,,2520.0,,2423.2,,1.7223,,704.5952,,1.1,,33.562893,,0.0473,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,NO,NO,NO,NO,SI,NO,NO,SI,SI,SI,SI,SI,SI
OCCCN5268M1,POZO 369 ALBIA,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREON,PRINCIPAL-REGION LAGUNERA,POZO,-103.36106,25.67098,135.915,,486.0,,251.0,,4.0054,,20.0,,10.0,,0.365728,,0.0238,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCCCN5275M1,POZO CAMPO DE TIRO-STMV,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREON,PRINCIPAL-REGION LAGUNERA,POZO,-103.34386,25.41693,187.85,,1486.0,,1075.6,,0.9665,,426.603,,275.0,,14.909526,,0.0264,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,SI,SI,SI,NO,NO,SI,SI,SI,SI,SI,SI
OCCCN5276M1,POZO NUEVO SAN ISIDRO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREON,PRINCIPAL-REGION LAGUNERA,POZO,-103.39794,25.61982,155.805,,517.0,,302.6,,0.3849,,132.9414,,31.0,,6.227755,,0.0399,,0.003,,0.004,,0.0004,,0.004,,0.0059,,0.0346,,Rojo,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
OCCCN5277M1,POZO ALAMITO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,MATAMOROS,PRINCIPAL-REGION LAGUNERA,POZO,-103.31006,25.73095,110.5,,494.0,,227.4,,0.5202,,51.5892,,1.1,,1.185165,,0.3688,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
OCCCN5279M1,POZO 701 EL FRESNO DEL NORTE,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,FRANCISCO I. MADERO,PRINCIPAL-REGION LAGUNERA,POZO,-103.29658,25.74773,114.45,,358.0,,264.8,,0.9433,,41.6682,,1.1,,0.786679,,0.0633,,0.003,,0.004,,0.0004,,0.004,,0.0769,,1.603,,Rojo,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,NO
OCCCN5280M1,POZO CALERAS DE LA LAGUNA,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREON,PRINCIPAL-REGION LAGUNERA,POZO,-103.43071,25.50616,190.06,,1210.0,,916.2,,0.862,,355.1718,,1.1,,16.926124,,0.0217,,0.003,,0.0075,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
OCCCN5284M1,POZO ADM,CUENCAS CENTRALES DEL NORTE,DURANGO,GOMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,-103.48577,25.55517,198.38,,2830.0,,740.0,,0.6826,,337.314,,41.0,,12.039454,,0.0134,,0.003,,0.004,,0.0004,,0.004,,0.0212,,0.4356,,Rojo,SI,NO,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO
OCCCN5285M1,POZO 529 GATHO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,FRANCISCO I. MADERO,PRINCIPAL-REGION LAGUNERA,POZO,-103.24722,25.7626,94.83,,507.0,,220.4,,0.9254,,43.538,,1.1,,0.02,,0.073,,0.003,,0.004,,0.0004,,0.004,,0.0972,,0.4064,,Rojo,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,NO
OCCCN5288M1,POZO EL CARIÑO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,MATAMOROS,PRINCIPAL-REGION LAGUNERA,POZO,-103.19515,25.54237,135.915,,598.0,,314.4,,0.8942,,73.4154,,1.1,,0.053716,,0.0388,,0.003,,0.004,,0.0004,,0.004,,0.0283,,0.5044,,Rojo,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,NO
OCCCN5289M1,POZO GILITA 2,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,VIESCA,PRINCIPAL-REGION LAGUNERA,POZO,-103.1743,25.38371,157.62,,1190.0,,1144.0,,2.0583,,593.616,,1.1,,2.016388,,0.0494,,0.003,,0.004,,0.0004,,0.004,,0.0032,,0.0416,,Rojo,SI,SI,SI,NO,NO,SI,SI,NO,SI,SI,SI,SI,SI,SI
OCCCN5293M1,POZO SAN PABLO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,SAN PEDRO,PRINCIPAL-REGION LAGUNERA,POZO,-103.07743,25.72976,122.08,,4150.0,,4167.8,,0.6924,,1889.945,,31.0,,4.572114,,0.1366,,0.003,,0.004,,0.0004,,0.004,,0.3101,,0.0581,,Rojo,SI,NO,NO,SI,NO,SI,SI,NO,SI,SI,SI,SI,NO,SI
OCCCN5296M1,POZO NUEVA VICTORIA,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,SAN PEDRO,LAS DELICIAS,POZO,-102.80791,26.43415,141.7,,953.0,,702.8,,0.8861,,342.367,,1098.0,,4.343999,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
OCFSU2938,MANANTIAL RIO CHILA,FRONTERA SUR,CHIAPAS,LAS ROSAS,LA TRINITARIA,POZO,-92.40592,16.36604,367.68,,2388.0,,1924.0,,0.2,,655.24,,1.1,,2.0786,,0.01,,0.03211,,0.004,,0.0004,,0.004,,0.00987,,0.2235,,Rojo,SI,NO,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI
OCFSU2939,MANANTIAL POZA LA VIRGEN,FRONTERA SUR,CHIAPAS,SOCOLTENANGO,LA TRINITARIA,POZO,-92.35277,16.25877,216.79,,558.0,,956.0,,0.2,,1373.63,,2400.0,,2.1231,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.18392,,Rojo,SI,SI,SI,SI,NO,NO,SI,SI,SI,SI,SI,SI,SI,SI
OCFSU2944,UNINAJAB,FRONTERA SUR,CHIAPAS,COMITAN DE DOMINGUEZ,LA TRINITARIA,POZO,-92.14164,16.10393,194.82,,2704.0,,1964.0,,1.9846,,1649.93,,4600.0,,2.2417,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,NO,SI,NO,NO,NO,SI,SI,SI,SI,SI,SI,SI,SI
OCFSU3077,HUIXTLA,FRONTERA SUR,CHIAPAS,HUIXTLA,SOCONUSCO,POZO,-92.52818,15.06411,138.48,,268.0,,188.0,,0.5534,,76.97,,11000.0,,0.214,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0372,,0.0349,,Rojo,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
OCGCE3341,CMASA EL CONCHAL,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,ALVARADO,COTAXTLA,POZO,-96.10287,19.08284,274.05,,3991.0,,2438.0,,0.41,,346.0,,1.1,,0.024,,0.01,,0.003,,0.12901,,0.00077,,0.004,,0.03428,,0.20932,,Rojo,SI,NO,NO,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI
OCGCE3385,H. AYUNTAMIENTO CONSTITUCIONAL ORIZABA (POBLADO EL TREBOL),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,IXTACZOQUITLAN,ORIZABA-CORDOBA,POZO,-97.06786,18.85579,130.0,,338.0,,292.0,,0.2,,166.0,,1.1,,3.48,,0.01,,0.003,,0.09499,,0.0009,,0.004,,0.05824,,1.60067,,Rojo,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,NO
OCGCE5352,SAS (FERROSUR),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,VERACRUZ,COSTERA DE VERACRUZ,POZO,-96.151389,19.208333,263.55,,840.0,,494.0,,0.415,,320.0,,1.1,,0.02,,0.0241,,0.003,,0.08995,,0.00086,,0.00744,,0.21255,,3.01478,,Rojo,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,NO,NO
OCGNO3565,POZO 14 JORGE GUEVARA,GOLFO NORTE,TAMAULIPAS,PADILLA,MARGENES DEL RIO PURIFICACION,POZO,-98.86932,24.06487,249.0,,5277.0,,4676.0,,1.5534,,2153.0,,1.1,,21.892,,0.01,,0.003,,0.00795,,0.0004,,0.004,,0.01128,,0.06952,,Rojo,SI,NO,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI
OCGNO3569,POZO 9 ROTOPLAS BLANCO,GOLFO NORTE,TAMAULIPAS,GÜEMEZ,VICTORIA-GUEMEZ,POZO,-99.00736,23.87666,301.0,,4629.6,,4196.0,,1.9264,,2724.0,,75.0,,8.07,,0.01,,0.003,,0.00838,,0.0004,,0.004,,0.00825,,0.36018,,Rojo,SI,NO,NO,NO,NO,SI,SI,SI,SI,SI,SI,SI,SI,NO
OCGNO3580,POZO 54 LOS COMPADRES,GOLFO NORTE,TAMAULIPAS,XICOTENCATL,LLERA-XICOTENCATL,POZO,-99.1285,23.10411,325.0,,530.0,,558.0,,0.3152,,358.0,,2400.0,,2.759,,0.01,,0.003,,0.00814,,0.0004,,0.004,,0.01175,,0.20126,,Rojo,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
OCGNO3582,POZO 81 HUERTA EL CIELO,GOLFO NORTE,TAMAULIPAS,GOMEZ FARIAS,LLERA-XICOTENCATL,POZO,-99.07515,22.99903,297.0,,495.0,,468.0,,0.3523,,319.0,,2400.0,,3.472,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.01101,,0.07164,,Rojo,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
OCGNO3584,POZO 139 A PROFE LIRA,GOLFO NORTE,TAMAULIPAS,EL MANTE,OCAMPO-ANTIGUO MORELOS,POZO,-99.0124,22.61112,305.0,,1400.0,,912.0,,0.5212,,619.0,,1100.0,,0.02,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.01092,,0.0615,,Rojo,SI,SI,SI,SI,NO,NO,SI,SI,SI,SI,SI,SI,SI,SI
OCGNO6527,POZO CONDORSITA N. 1,GOLFO NORTE,TAMAULIPAS,TULA,TULA-BUSTAMANTE,POZO,-99.70181,22.95678,205.0,,1157.0,,1109.0,,1.811,,746.0,,1.1,,0.16,,0.01,,0.003,,0.00781,,0.0004,,0.004,,0.01153,,0.09079,,Rojo,SI,SI,SI,NO,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCLSP3682,POZO TOLUQUILLA 7,LERMA SANTIAGO PACIFICO,JALISCO,TLAJOMULCO DE ZUÑIGA,TOLUQUILLA,POZO,-103.41894,20.55369,954.6,,1679.0,,1102.0,,1.3448,,565.728,,1.1,,1.049841,,0.0608,,0.003,,0.004,,0.0004,,0.004,,0.9148,,0.025,,Rojo,NO,SI,SI,SI,NO,SI,SI,NO,SI,SI,SI,SI,NO,SI
OCLSP3683,POZO ELVIRA NUÑEZ,LERMA SANTIAGO PACIFICO,JALISCO,TLAJOMULCO DE ZUÑIGA,TOLUQUILLA,POZO,-103.39606,20.55216,168.72,,798.0,,725.0,,1.074,,213.144,,1.1,,52.506283,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
OCLSP3684,POZO JOSE CRUZ HERNANDEZ,LERMA SANTIAGO PACIFICO,JALISCO,TLAJOMULCO DE ZUÑIGA,TOLUQUILLA,POZO,-103.41161,20.56188,140.97,,472.0,,462.3333,,1.0276,,121.512,,1.1,,34.032118,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
OCLSP3685,POZO NICOLAS JIMENEZ MORENO,LERMA SANTIAGO PACIFICO,JALISCO,TLAJOMULCO DE ZUÑIGA,TOLUQUILLA,POZO,-103.4189,20.58667,140.97,,310.0,,317.0,,1.7972,,69.72,,1.1,,6.149343,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCLSP3686,POZO JUAN CARLOS MINAN VEGA,LERMA SANTIAGO PACIFICO,JALISCO,TLAJOMULCO DE ZUÑIGA,TOLUQUILLA,POZO,-103.44709,20.59044,107.31,,210.0,,226.6667,,5.4689,,31.872,,1.1,,1.09404,,0.0233,,0.003,,0.004,,0.0004,,0.004,,0.0128,,0.3836,,Rojo,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO
OCLSP3688,POZO RANCHO LA LOMA,LERMA SANTIAGO PACIFICO,JALISCO,TLAJOMULCO DE ZUÑIGA,TOLUQUILLA,POZO,-103.40662,20.50331,190.92,,445.0,,394.6667,,0.3887,,195.216,,1.1,,19.058241,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0032,,0.0677,,Rojo,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
